Portfolio,Signal date,Effective date,Momentum ranking,Old weights,New weights,Turnover,Cost bps,Cost as portfolio return,OldWeight_SPY,NewWeight_SPY,OldWeight_EFA,NewWeight_EFA,OldWeight_EEM,NewWeight_EEM,OldWeight_IEF,NewWeight_IEF,OldWeight_GLD,NewWeight_GLD,OldWeight_DBC,NewWeight_DBC,OldWeight_VNQ,NewWeight_VNQ
Top 1 momentum,2012-06-29,2012-07-02,VNQ > SPY > EEM > EFA > IEF > GLD > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2012-07-31,2012-08-01,VNQ > SPY > IEF > EFA > DBC > EEM > GLD,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2012-08-31,2012-09-04,VNQ > IEF > SPY > GLD > DBC > EFA > EEM,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2012-09-28,2012-10-01,GLD > IEF > VNQ > SPY > DBC > EFA > EEM,VNQ:1.000000000000,GLD:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
Top 1 momentum,2012-10-31,2012-11-01,GLD > IEF > EFA > SPY > VNQ > EEM > DBC,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2012-11-30,2012-12-03,EFA > EEM > DBC > GLD > SPY > VNQ > IEF,GLD:1.000000000000,EFA:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2012-12-31,2013-01-02,EFA > EEM > DBC > SPY > GLD > VNQ > IEF,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-01-31,2013-02-01,EFA > EEM > SPY > VNQ > DBC > GLD > IEF,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-02-28,2013-03-01,EFA > EEM > SPY > VNQ > IEF > DBC > GLD,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-03-28,2013-04-01,EFA > VNQ > SPY > EEM > IEF > DBC > GLD,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-04-30,2013-05-01,VNQ > EFA > SPY > EEM > IEF > DBC > GLD,EFA:1.000000000000,VNQ:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
Top 1 momentum,2013-05-31,2013-06-03,SPY > VNQ > EFA > EEM > IEF > DBC > GLD,VNQ:1.000000000000,SPY:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
Top 1 momentum,2013-06-28,2013-07-01,SPY > VNQ > EFA > IEF > DBC > EEM > GLD,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-07-31,2013-08-01,SPY > EFA > VNQ > IEF > DBC > EEM > GLD,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-08-30,2013-09-03,SPY > EFA > DBC > IEF > VNQ > EEM > GLD,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-09-30,2013-10-01,EFA > SPY > EEM > IEF > VNQ > DBC > GLD,SPY:1.000000000000,EFA:1.000000000000,2.0000000000,5.0000000000,0.0010000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-10-31,2013-11-01,SPY > EFA > EEM > DBC > IEF > VNQ > GLD,EFA:1.000000000000,SPY:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-11-29,2013-12-02,EFA > SPY > EEM > DBC > IEF > VNQ > GLD,SPY:1.000000000000,EFA:1.000000000000,2.0000000000,5.0000000000,0.0010000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2013-12-31,2014-01-02,EFA > SPY > EEM > DBC > IEF > GLD > VNQ,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2014-01-31,2014-02-03,SPY > EFA > IEF > VNQ > EEM > DBC > GLD,EFA:1.000000000000,SPY:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2014-02-28,2014-03-03,SPY > EFA > VNQ > EEM > IEF > DBC > GLD,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2014-03-31,2014-04-01,SPY > VNQ > EFA > DBC > IEF > EEM > GLD,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2014-04-30,2014-05-01,SPY > VNQ > EFA > DBC > IEF > EEM > GLD,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2014-05-30,2014-06-02,VNQ > SPY > EFA > EEM > IEF > DBC > GLD,SPY:1.000000000000,VNQ:1.000000000000,2.0000000000,5.0000000000,0.0010000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
Top 1 momentum,2014-06-30,2014-07-01,VNQ > GLD > SPY > EEM > EFA > IEF > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2014-07-31,2014-08-01,EEM > VNQ > SPY > EFA > GLD > IEF > DBC,VNQ:1.000000000000,EEM:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
Top 1 momentum,2014-08-29,2014-09-02,EEM > VNQ > SPY > EFA > IEF > GLD > DBC,EEM:1.000000000000,EEM:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2014-09-30,2014-10-01,SPY > IEF > VNQ > EEM > EFA > GLD > DBC,EEM:1.000000000000,SPY:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2014-10-31,2014-11-03,VNQ > SPY > IEF > EEM > EFA > GLD > DBC,SPY:1.000000000000,VNQ:1.000000000000,2.0000000000,5.0000000000,0.0010000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
Top 1 momentum,2014-11-28,2014-12-01,VNQ > SPY > IEF > EEM > EFA > GLD > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2014-12-31,2015-01-02,VNQ > SPY > IEF > EEM > GLD > EFA > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2015-01-30,2015-02-02,VNQ > IEF > SPY > GLD > EFA > EEM > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2015-02-27,2015-03-02,VNQ > SPY > IEF > EFA > GLD > EEM > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2015-03-31,2015-04-01,VNQ > IEF > SPY > EFA > EEM > GLD > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2015-04-30,2015-05-01,EFA > SPY > EEM > VNQ > IEF > GLD > DBC,VNQ:1.000000000000,EFA:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
Top 1 momentum,2015-05-29,2015-06-01,EFA > SPY > IEF > VNQ > EEM > GLD > DBC,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2015-06-30,2015-07-01,EFA > EEM > IEF > SPY > GLD > DBC > VNQ,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2015-07-31,2015-08-03,EFA > SPY > IEF > EEM > VNQ > DBC > GLD,EFA:1.000000000000,EFA:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2015-08-31,2015-09-01,IEF > SPY > GLD > EFA > VNQ > DBC > EEM,EFA:1.000000000000,IEF:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2015-09-30,2015-10-01,IEF > SPY > GLD > VNQ > EFA > DBC > EEM,IEF:1.000000000000,IEF:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2015-10-30,2015-11-02,VNQ > IEF > SPY > GLD > EFA > DBC > EEM,IEF:1.000000000000,VNQ:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
Top 1 momentum,2015-11-30,2015-12-01,VNQ > IEF > SPY > EFA > GLD > EEM > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2015-12-31,2016-01-04,VNQ > IEF > SPY > EFA > GLD > EEM > DBC,VNQ:1.000000000000,VNQ:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
Top 1 momentum,2016-01-29,2016-02-01,IEF > GLD > VNQ > SPY > EFA > EEM > DBC,VNQ:1.000000000000,IEF:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
Top 1 momentum,2016-02-29,2016-03-01,GLD > IEF > VNQ > SPY > EEM > EFA > DBC,IEF:1.000000000000,GLD:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2016-03-31,2016-04-01,VNQ > SPY > EEM > GLD > IEF > EFA > DBC,GLD:1.000000000000,VNQ:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
Top 1 momentum,2016-04-29,2016-05-02,GLD > VNQ > IEF > SPY > EEM > DBC > EFA,VNQ:1.000000000000,GLD:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
Top 1 momentum,2016-05-31,2016-06-01,GLD > VNQ > IEF > DBC > SPY > EEM > EFA,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2016-06-30,2016-07-01,GLD > DBC > VNQ > IEF > EEM > SPY > EFA,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2016-07-29,2016-08-01,VNQ > GLD > EEM > SPY > DBC > EFA > IEF,GLD:1.000000000000,VNQ:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000
Top 1 momentum,2016-08-31,2016-09-01,EEM > VNQ > DBC > SPY > EFA > GLD > IEF,VNQ:1.000000000000,EEM:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
Top 1 momentum,2016-09-30,2016-10-03,DBC > EEM > GLD > EFA > SPY > VNQ > IEF,EEM:1.000000000000,DBC:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2016-10-31,2016-11-01,EEM > DBC > SPY > EFA > IEF > VNQ > GLD,DBC:1.000000000000,EEM:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2016-11-30,2016-12-01,EEM > SPY > DBC > EFA > VNQ > GLD > IEF,EEM:1.000000000000,EEM:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2016-12-30,2017-01-03,SPY > EFA > EEM > DBC > VNQ > IEF > GLD,EEM:1.000000000000,SPY:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-01-31,2017-02-01,DBC > SPY > EEM > EFA > IEF > VNQ > GLD,SPY:1.000000000000,DBC:1.000000000000,2.0000000000,5.0000000000,0.0010000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-02-28,2017-03-01,SPY > DBC > EEM > EFA > VNQ > IEF > GLD,DBC:1.000000000000,SPY:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-03-31,2017-04-03,SPY > EFA > EEM > DBC > VNQ > IEF > GLD,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-04-28,2017-05-01,SPY > EFA > EEM > VNQ > GLD > DBC > IEF,SPY:1.000000000000,SPY:1.000000000000,0.0000000000,5.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-05-31,2017-06-01,EFA > EEM > SPY > GLD > VNQ > IEF > DBC,SPY:1.000000000000,EFA:1.000000000000,2.0000000000,5.0000000000,0.0010000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-06-30,2017-07-03,EEM > EFA > SPY > GLD > VNQ > IEF > DBC,EFA:1.000000000000,EEM:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-07-31,2017-08-01,EEM > EFA > SPY > GLD > VNQ > IEF > DBC,EEM:1.000000000000,EEM:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-08-31,2017-09-01,EEM > EFA > GLD > SPY > IEF > VNQ > DBC,EEM:1.000000000000,EEM:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2017-09-29,2017-10-02,EEM > EFA > SPY > VNQ > GLD > IEF > DBC,EEM:1.000000000000,EEM:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
